 f    	 m    	new-m	diff
3196	1	1	
3196	2	2	
3197	1	1	
3200	1	1	
3200	2	2	
3202	1	1	
3202	2	2	
3202	3	3	
3204	1	1	
3205	1	1	
3206	1	1	
3206	2	2	
3206	3	3	
3206	4	4	
3206	5	5	
3207	1	1	
3207	2	2	
3208	1	1	
3211	1	1	
3211	2	2	
3212	1	1	
3212	2	2	
3212	3	3	
3213	1	1	
3214	1	1	
3215	1	1	
3218	1	1	
3221	1	1	
3222	1	1	
3223	1	1	
3223	2	2	
3223	3	3	
3224	1	1	
3224	3	2	update income set mem_id=2 where fs_id=3224 and mem_id=3;
3227	1	1	
3229	1	1	
3229	2	2	
3230	1	1	
3230	2	2	
3230	3	3	
3232	1	1	
3236	1	1	
3236	2	2	
3237	1	1	
3237	2	2	
3237	3	3	
3238	1	1	
3238	2	2	
3239	1	1	
3240	1	1	
3241	1	1	
3244	1	1	
3244	3	2	update income set mem_id=2 where fs_id=3244 and mem_id=3;
3245	1	1	
3245	2	2	
3250	1	1	
3250	2	2	
3250	3	3	
3250	4	4	
3255	1	1	
3255	2	2	
3257	1	1	
3257	2	2	
3258	1	1	
3258	2	2	
3261	1	1	
3261	2	2	
3262	1	1	
3262	2	2	
3263	1	1	
3264	1	1	
3264	2	2	
3265	1	1	
3266	1	1	
3267	1	1	
3267	2	2	
3267	3	3	
3268	1	1	
3268	4	2	update income set mem_id=2 where fs_id=3268 and mem_id=4;
3268	5	3	update income set mem_id=3 where fs_id=3268 and mem_id=5;
3268	6	4	update income set mem_id=4 where fs_id=3268 and mem_id=6;
3269	1	1	
3269	2	2	
3270	1	1	
3270	2	2	
3270	3	3	
3271	1	1	
3271	2	2	
3273	1	1	
3273	2	2	
3274	1	1	
3274	2	2	
3274	3	3	
3275	1	1	
3275	2	2	
3276	1	1	
3276	2	2	
3277	1	1	
3277	2	2	
3278	1	1	
3278	2	2	
3285	1	1	
3286	1	1	
3286	2	2	
3286	3	3	
3287	1	1	
3287	2	2	
3287	3	3	
3288	1	1	
3288	2	2	
3290	1	1	
3290	2	2	
3291	1	1	
3291	2	2	
3291	3	3	
3292	1	1	
3292	2	2	
3292	3	3	
3293	1	1	
3295	1	1	
3295	2	2	
3296	1	1	
3296	2	2	
3296	3	3	
3297	1	1	
3298	1	1	
3298	2	2	
3299	1	1	
3301	1	1	
3301	2	2	
3301	3	3	
3301	4	4	
3302	1	1	
3302	2	2	
3303	1	1	
3303	2	2	
3304	1	1	
3304	2	2	
3304	3	3	
3305	1	1	
3305	2	2	
3306	1	1	
3306	2	2	
3308	1	1	
3308	3	2	update income set mem_id=2 where fs_id=3308 and mem_id=3;
3308	4	3	update income set mem_id=3 where fs_id=3308 and mem_id=4;
3308	6	4	update income set mem_id=4 where fs_id=3308 and mem_id=6;
3308	7	5	update income set mem_id=5 where fs_id=3308 and mem_id=7;
3309	1	1	
3309	2	2	
3311	1	1	
3312	1	1	
3313	1	1	
3314	1	1	
3314	6	2	update income set mem_id=2 where fs_id=3314 and mem_id=6;
3315	1	1	
3315	2	2	
3316	1	1	
3319	1	1	
3319	2	2	
3320	1	1	
3320	2	2	
3321	1	1	
3321	2	2	
3324	1	1	
3324	2	2	
3324	3	3	
3324	4	4	
3325	1	1	
3325	2	2	
3327	1	1	
3327	2	2	
3327	3	3	
3328	1	1	
3328	2	2	
3328	3	3	
3330	1	1	
3330	2	2	
3330	3	3	
3331	1	1	
3331	2	2	
3331	3	3	
3332	1	1	
3332	2	2	
3332	3	3	
3334	1	1	
3334	2	2	
3335	1	1	
3335	2	2	
3336	1	1	
3336	2	2	
3342	1	1	
3342	2	2	
3343	1	1	
3343	2	2	
3343	3	3	
3345	1	1	
3345	2	2	
3347	1	1	
3347	2	2	
3347	3	3	
3348	1	1	
3348	2	2	
3349	1	1	
3349	2	2	
3349	3	3	
3350	1	1	
3350	2	2	
3350	3	3	
3350	4	4	
3351	1	1	
3351	2	2	
3352	1	1	
3352	2	2	
3352	3	3	
3353	1	1	
3353	2	2	
3353	3	3	
3354	1	1	
3354	2	2	
3354	3	3	
3355	1	1	
3355	2	2	
3355	3	3	
3356	1	1	
3359	1	1	
3360	1	1	
3360	2	2	
3361	1	1	
3363	1	1	
3366	1	1	
3366	3	2	update income set mem_id=2 where fs_id=3366 and mem_id=3;
3367	1	1	
3367	2	2	
3370	1	1	
3370	2	2	
3370	3	3	
3370	4	4	
3372	1	1	
3372	2	2	
3375	1	1	
3375	2	2	
3375	3	3	
3375	4	4	
3377	1	1	
3377	2	2	
3378	1	1	
3378	2	2	
3379	1	1	
3379	2	2	
3379	3	3	
3379	4	4	
3380	1	1	
3380	3	2	update income set mem_id=2 where fs_id=3380 and mem_id=3;
3383	1	1	
3383	2	2	
3383	3	3	
3384	1	1	
3384	2	2	
3384	3	3	
3385	1	1	
3385	2	2	
3388	1	1	
3388	2	2	
3390	1	1	
3390	2	2	
3390	3	3	
3390	4	4	
3390	5	5	
3392	1	1	
3392	2	2	
3393	1	1	
3394	1	1	
3395	1	1	
3395	2	2	
3396	1	1	
3396	2	2	
3397	1	1	
3397	2	2	
3397	3	3	
3398	1	1	
3399	1	1	
3400	1	1	
3400	2	2	
3402	1	1	
3402	2	2	
3403	1	1	
3403	2	2	
3404	1	1	
3404	2	2	
3404	3	3	
3406	1	1	
3406	2	2	
3407	1	1	
3408	1	1	
3408	2	2	
3409	1	1	
3409	2	2	
3410	1	1	
3410	2	2	
3410	3	3	
3410	4	4	
3411	1	1	
3411	2	2	
3411	3	3	
3411	4	4	
3419	1	1	
3419	2	2	
3420	1	1	
3421	1	1	
3423	1	1	
3424	1	1	
3428	1	1	
3429	1	1	
3429	2	2	
3430	1	1	
3431	1	1	
3433	1	1	
3433	2	2	
3436	1	1	
3439	1	1	
3439	2	2	
3440	1	1	
3440	2	2	
3442	1	1	
3442	5	2	update income set mem_id=2 where fs_id=3442 and mem_id=5;
3443	1	1	
3443	2	2	
3444	1	1	
3444	2	2	
3444	3	3	
3445	1	1	
3445	2	2	
3446	1	1	
3446	2	2	
3446	3	3	
3447	1	1	
3447	2	2	
3447	3	3	
3447	4	4	
3447	5	5	
3448	1	1	
3449	1	1	
3450	1	1	
3451	1	1	
3453	1	1	
3454	1	1	
3454	2	2	
3454	3	3	
3457	1	1	
3457	2	2	
3463	1	1	
3464	1	1	
3465	1	1	
3465	2	2	
3466	1	1	
3467	1	1	
3468	1	1	
3470	1	1	
3470	2	2	
3472	1	1	
3472	2	2	
3472	3	3	
3472	4	4	
3474	1	1	
3474	2	2	
3475	1	1	
3476	1	1	
3476	2	2	
3476	3	3	
3477	1	1	
3478	1	1	
3480	1	1	
3481	1	1	
3481	2	2	
3482	1	1	
3482	2	2	
3483	1	1	
3484	1	1	
3486	1	1	
3488	1	1	
3488	2	2	
3488	3	3	
3488	4	4	
3490	1	1	
3490	2	2	
3490	3	3	
3490	4	4	
3491	1	1	
3491	2	2	
3492	1	1	
3492	2	2	
3492	3	3	
3492	4	4	
3492	5	5	
3492	6	6	
3492	7	7	
3492	8	8	
3492	9	9	
3492	10	10	
3492	11	11	
3493	1	1	
3494	1	1	
3494	2	2	
3494	3	3	
3494	4	4	
3495	1	1	
3496	1	1	
3496	3	2	update income set mem_id=2 where fs_id=3496 and mem_id=3;
3496	5	3	update income set mem_id=3 where fs_id=3496 and mem_id=5;
3497	1	1	
3497	2	2	
3497	3	3	
3499	1	1	
3500	1	1	
3500	2	2	
3500	3	3	
3501	1	1	
3501	2	2	
3503	1	1	
3503	2	2	
3503	3	3	
3503	9	4	update income set mem_id=4 where fs_id=3503 and mem_id=9;
3504	1	1	
3504	2	2	
3504	3	3	
3504	4	4	
3504	5	5	
3504	7	6	update income set mem_id=6 where fs_id=3504 and mem_id=7;
3506	1	1	
3506	2	2	
3506	3	3	
3506	8	4	update income set mem_id=4 where fs_id=3506 and mem_id=8;
3507	1	1	
3507	4	2	update income set mem_id=2 where fs_id=3507 and mem_id=4;
3507	7	3	update income set mem_id=3 where fs_id=3507 and mem_id=7;
3507	11	4	update income set mem_id=4 where fs_id=3507 and mem_id=11;
3507	12	5	update income set mem_id=5 where fs_id=3507 and mem_id=12;
3508	1	1	
3508	2	2	
3510	1	1	
3510	2	2	
3511	1	1	
3511	2	2	
3511	3	3	
3512	1	1	
3512	2	2	
3512	3	3	
3512	4	4	
3512	5	5	
3513	1	1	
3515	1	1	
3515	2	2	
3515	3	3	
3515	4	4	
3515	5	5	
3515	6	6	
3515	7	7	
3516	1	1	
3516	2	2	
3516	3	3	
3517	1	1	
3517	2	2	
3518	1	1	
3518	2	2	
3519	1	1	
3519	2	2	
3520	1	1	
3520	2	2	
3520	3	3	
3522	1	1	
3522	2	2	
3523	1	1	
3523	2	2	
3524	1	1	
3524	2	2	
3524	3	3	
3525	1	1	
3525	2	2	
3527	1	1	
3528	1	1	
3528	2	2	
3530	1	1	
3531	1	1	
3532	1	1	
3533	1	1	
3533	2	2	
3534	1	1	
3534	2	2	
3535	1	1	
3536	1	1	
3537	1	1	
3538	1	1	
3539	1	1	
3539	2	2	
3540	1	1	
3540	2	2	
3542	1	1	
3543	1	1	
3544	1	1	
3544	2	2	
3544	3	3	
3544	8	4	update income set mem_id=4 where fs_id=3544 and mem_id=8;
3544	9	5	update income set mem_id=5 where fs_id=3544 and mem_id=9;
3544	10	6	update income set mem_id=6 where fs_id=3544 and mem_id=10;
3544	15	7	update income set mem_id=7 where fs_id=3544 and mem_id=15;
3550	1	1	
3550	2	2	
3550	3	3	
3550	4	4	
3550	5	5	
3550	6	6	
3550	7	7	
3550	8	8	
3551	1	1	
3552	1	1	
3552	2	2	
3553	1	1	
3553	2	2	
3554	1	1	
3554	3	2	update income set mem_id=2 where fs_id=3554 and mem_id=3;
3554	6	3	update income set mem_id=3 where fs_id=3554 and mem_id=6;
3555	1	1	
3555	2	2	
3555	3	3	
3555	4	4	
3555	5	5	
3555	6	6	
3555	8	7	update income set mem_id=7 where fs_id=3555 and mem_id=8;
3556	1	1	
3557	1	1	
3558	1	1	
3558	2	2	
3559	1	1	
3559	2	2	
3560	1	1	
3560	3	2	update income set mem_id=2 where fs_id=3560 and mem_id=3;
3560	4	3	update income set mem_id=3 where fs_id=3560 and mem_id=4;
3560	5	4	update income set mem_id=4 where fs_id=3560 and mem_id=5;
3562	1	1	
3563	1	1	
3563	3	2	update income set mem_id=2 where fs_id=3563 and mem_id=3;
3563	4	3	update income set mem_id=3 where fs_id=3563 and mem_id=4;
3563	8	4	update income set mem_id=4 where fs_id=3563 and mem_id=8;
3563	9	5	update income set mem_id=5 where fs_id=3563 and mem_id=9;
3563	10	6	update income set mem_id=6 where fs_id=3563 and mem_id=10;
3564	1	1	
3565	1	1	
3566	1	1	
3566	2	2	
3567	1	1	
3567	3	2	update income set mem_id=2 where fs_id=3567 and mem_id=3;
3567	4	3	update income set mem_id=3 where fs_id=3567 and mem_id=4;
3568	1	1	
3568	2	2	
3568	3	3	
3568	4	4	
3568	11	5	update income set mem_id=5 where fs_id=3568 and mem_id=11;
3570	1	1	
3570	2	2	
3571	1	1	
3574	1	1	
3574	2	2	
3583	1	1	
3583	2	2	
3584	1	1	
3584	2	2	
3584	3	3	
3584	4	4	
3584	5	5	
3584	6	6	
3585	1	1	
3585	2	2	
3585	3	3	
3586	1	1	
3586	2	2	
3589	1	1	
3589	2	2	
3590	1	1	
3590	2	2	
3591	1	1	
3591	2	2	
3592	1	1	
3595	1	1	
3595	2	2	
3595	3	3	
3595	4	4	
3595	5	5	
3595	6	6	
3596	1	1	
3596	2	2	
3596	3	3	
3596	4	4	
3597	1	1	
3597	2	2	
3598	1	1	
3598	2	2	
3598	3	3	
3599	1	1	
3599	2	2	
3600	1	1	
3600	2	2	
3600	3	3	
3600	4	4	
3600	5	5	
3601	1	1	
3601	2	2	
3602	1	1	
3602	2	2	
3603	1	1	
3603	2	2	
3603	3	3	
3603	4	4	
3603	5	5	
3603	6	6	
3603	7	7	
3603	8	8	
3603	9	9	
3603	10	10	
3604	1	1	
3604	3	2	update income set mem_id=2 where fs_id=3604 and mem_id=3;
3604	9	3	update income set mem_id=3 where fs_id=3604 and mem_id=9;
3604	10	4	update income set mem_id=4 where fs_id=3604 and mem_id=10;
3604	12	5	update income set mem_id=5 where fs_id=3604 and mem_id=12;
3606	1	1	
3606	2	2	
3606	3	3	
3606	4	4	
3606	5	5	
3606	6	6	
3606	7	7	
3606	8	8	
3606	9	9	
3606	10	10	
3606	11	11	
3606	12	12	
3606	13	13	
3606	14	14	
3607	1	1	
3607	6	2	update income set mem_id=2 where fs_id=3607 and mem_id=6;
3608	1	1	
3608	2	2	
3609	1	1	
3609	2	2	
3613	1	1	
3613	3	2	update income set mem_id=2 where fs_id=3613 and mem_id=3;
3613	4	3	update income set mem_id=3 where fs_id=3613 and mem_id=4;
3613	5	4	update income set mem_id=4 where fs_id=3613 and mem_id=5;
3615	1	1	
3615	2	2	
3615	3	3	
3615	4	4	
3616	1	1	
3616	2	2	
3616	3	3	
3616	7	4	update income set mem_id=4 where fs_id=3616 and mem_id=7;
3616	8	5	update income set mem_id=5 where fs_id=3616 and mem_id=8;
3617	1	1	
3618	1	1	
3619	1	1	
3619	2	2	
3620	1	1	
3620	2	2	
3621	1	1	
3621	8	2	update income set mem_id=2 where fs_id=3621 and mem_id=8;
3621	9	3	update income set mem_id=3 where fs_id=3621 and mem_id=9;
3622	1	1	
3622	2	2	
3622	3	3	
3623	1	1	
3623	2	2	
3624	1	1	
3625	1	1	
3625	2	2	
3626	1	1	
3626	2	2	
3627	1	1	
3627	3	2	update income set mem_id=2 where fs_id=3627 and mem_id=3;
3627	4	3	update income set mem_id=3 where fs_id=3627 and mem_id=4;
3627	5	4	update income set mem_id=4 where fs_id=3627 and mem_id=5;
3627	6	5	update income set mem_id=5 where fs_id=3627 and mem_id=6;
3629	1	1	
3630	1	1	
3631	1	1	
3633	1	1	
3633	2	2	
3634	1	1	
3634	2	2	
3635	1	1	
3635	2	2	
3636	1	1	
3636	2	2	
3637	1	1	
3637	2	2	
3637	3	3	
3638	1	1	
3638	2	2	
3638	3	3	
3639	1	1	
3639	2	2	
3639	3	3	
3639	4	4	
3639	5	5	
3639	6	6	
3639	7	7	
3639	8	8	
3640	1	1	
3640	2	2	
3640	3	3	
3640	4	4	
3641	1	1	
3641	2	2	
3641	3	3	
3641	4	4	
3641	5	5	
3641	6	6	
3641	7	7	
3642	1	1	
3642	2	2	
3643	1	1	
3643	2	2	
3643	3	3	
3645	1	1	
3645	2	2	
3646	1	1	
3646	2	2	
3648	1	1	
3648	2	2	
3648	6	3	update income set mem_id=3 where fs_id=3648 and mem_id=6;
3648	7	4	update income set mem_id=4 where fs_id=3648 and mem_id=7;
3649	1	1	
3649	2	2	
3650	1	1	
3650	2	2	
3650	3	3	
3652	1	1	
3652	2	2	
3653	1	1	
3653	2	2	
3653	8	3	update income set mem_id=3 where fs_id=3653 and mem_id=8;
3654	1	1	
3655	1	1	
3655	3	2	update income set mem_id=2 where fs_id=3655 and mem_id=3;
3656	1	1	
3656	3	2	update income set mem_id=2 where fs_id=3656 and mem_id=3;
3656	8	3	update income set mem_id=3 where fs_id=3656 and mem_id=8;
3657	1	1	
3657	2	2	
3658	1	1	
3658	3	2	update income set mem_id=2 where fs_id=3658 and mem_id=3;
3658	4	3	update income set mem_id=3 where fs_id=3658 and mem_id=4;
3659	1	1	
3659	3	2	update income set mem_id=2 where fs_id=3659 and mem_id=3;
3660	1	1	
3660	2	2	
3661	1	1	
3661	3	2	update income set mem_id=2 where fs_id=3661 and mem_id=3;
3661	4	3	update income set mem_id=3 where fs_id=3661 and mem_id=4;
3661	5	4	update income set mem_id=4 where fs_id=3661 and mem_id=5;
3661	6	5	update income set mem_id=5 where fs_id=3661 and mem_id=6;
3661	7	6	update income set mem_id=6 where fs_id=3661 and mem_id=7;
3662	1	1	
3663	1	1	
3663	2	2	
3664	1	1	
3665	1	1	
3665	2	2	
3665	3	3	
3666	1	1	
3666	2	2	
3666	3	3	
3666	4	4	
3667	1	1	
3667	2	2	
3667	3	3	
3668	1	1	
3668	2	2	
3669	1	1	
3670	1	1	
3671	1	1	
3671	3	2	update income set mem_id=2 where fs_id=3671 and mem_id=3;
3671	4	3	update income set mem_id=3 where fs_id=3671 and mem_id=4;
3672	1	1	
3672	2	2	
3673	1	1	
3673	2	2	
3673	3	3	
3673	4	4	
3673	5	5	
3675	1	1	
3675	2	2	
3675	3	3	
3677	1	1	
3677	2	2	
3677	3	3	
3678	1	1	
3678	2	2	
3678	3	3	
3678	4	4	
3678	5	5	
3679	1	1	
3679	2	2	
3679	3	3	
3681	1	1	
3681	2	2	
3681	3	3	
3682	1	1	
3682	2	2	
3682	3	3	
3683	1	1	
3683	3	2	update income set mem_id=2 where fs_id=3683 and mem_id=3;
3683	5	3	update income set mem_id=3 where fs_id=3683 and mem_id=5;
3683	6	4	update income set mem_id=4 where fs_id=3683 and mem_id=6;
3683	8	5	update income set mem_id=5 where fs_id=3683 and mem_id=8;
3683	9	6	update income set mem_id=6 where fs_id=3683 and mem_id=9;
3684	1	1	
3684	3	2	update income set mem_id=2 where fs_id=3684 and mem_id=3;
3684	4	3	update income set mem_id=3 where fs_id=3684 and mem_id=4;
3685	1	1	
3685	2	2	
3687	1	1	
3688	1	1	
3688	2	2	
3688	8	3	update income set mem_id=3 where fs_id=3688 and mem_id=8;
3689	1	1	
3689	2	2	
3690	1	1	
3690	4	2	update income set mem_id=2 where fs_id=3690 and mem_id=4;
3690	5	3	update income set mem_id=3 where fs_id=3690 and mem_id=5;
3690	6	4	update income set mem_id=4 where fs_id=3690 and mem_id=6;
3690	10	5	update income set mem_id=5 where fs_id=3690 and mem_id=10;
3691	1	1	
3691	2	2	
3691	3	3	
3691	7	4	update income set mem_id=4 where fs_id=3691 and mem_id=7;
3691	8	5	update income set mem_id=5 where fs_id=3691 and mem_id=8;
3692	1	1	
3692	3	2	update income set mem_id=2 where fs_id=3692 and mem_id=3;
3693	1	1	
3693	2	2	
3694	1	1	
3694	2	2	
3697	1	1	
3697	3	2	update income set mem_id=2 where fs_id=3697 and mem_id=3;
3697	5	3	update income set mem_id=3 where fs_id=3697 and mem_id=5;
3697	6	4	update income set mem_id=4 where fs_id=3697 and mem_id=6;
3698	1	1	
3698	4	2	update income set mem_id=2 where fs_id=3698 and mem_id=4;
3699	1	1	
3699	2	2	
3700	1	1	
3700	3	2	update income set mem_id=2 where fs_id=3700 and mem_id=3;
3700	4	3	update income set mem_id=3 where fs_id=3700 and mem_id=4;
3702	1	1	
3702	3	2	update income set mem_id=2 where fs_id=3702 and mem_id=3;
3703	1	1	
3703	3	2	update income set mem_id=2 where fs_id=3703 and mem_id=3;
3703	4	3	update income set mem_id=3 where fs_id=3703 and mem_id=4;
3704	1	1	
3704	2	2	
3704	3	3	
3705	1	1	
3705	3	2	update income set mem_id=2 where fs_id=3705 and mem_id=3;
3707	1	1	
3708	1	1	
3708	2	2	
3708	3	3	
3709	1	1	
3709	3	2	update income set mem_id=2 where fs_id=3709 and mem_id=3;
3709	4	3	update income set mem_id=3 where fs_id=3709 and mem_id=4;
3710	1	1	
3710	2	2	
3711	1	1	
3711	2	2	
3711	3	3	
3711	4	4	
3711	5	5	
3716	1	1	
3717	1	1	
3717	2	2	
3717	3	3	
3717	4	4	
3717	5	5	
3718	1	1	
3718	2	2	
3719	1	1	
3721	1	1	
3721	2	2	
3722	1	1	
3722	2	2	
3723	1	1	
3723	2	2	
3723	3	3	
3723	4	4	
3723	5	5	
3723	6	6	
3723	9	7	update income set mem_id=7 where fs_id=3723 and mem_id=9;
3723	10	8	update income set mem_id=8 where fs_id=3723 and mem_id=10;
3724	1	1	
3724	3	2	update income set mem_id=2 where fs_id=3724 and mem_id=3;
3724	4	3	update income set mem_id=3 where fs_id=3724 and mem_id=4;
3724	5	4	update income set mem_id=4 where fs_id=3724 and mem_id=5;
3724	6	5	update income set mem_id=5 where fs_id=3724 and mem_id=6;
3725	1	1	
3726	1	1	
3726	2	2	
3727	1	1	
3729	1	1	
3729	2	2	
3730	1	1	
3730	2	2	
3730	7	3	update income set mem_id=3 where fs_id=3730 and mem_id=7;
3733	1	1	
3733	3	2	update income set mem_id=2 where fs_id=3733 and mem_id=3;
3733	4	3	update income set mem_id=3 where fs_id=3733 and mem_id=4;
3735	1	1	
3736	1	1	
3736	2	2	
3737	1	1	
3738	1	1	
3738	2	2	
3739	1	1	
3741	1	1	
3741	5	2	update income set mem_id=2 where fs_id=3741 and mem_id=5;
3742	1	1	
3742	2	2	
3743	1	1	
3743	2	2	
3744	1	1	
3745	1	1	
3745	2	2	
3746	1	1	
3747	1	1	
3747	2	2	
3747	3	3	
3748	1	1	
3748	2	2	
3749	1	1	
3749	2	2	
3750	1	1	
3750	2	2	
3754	1	1	
3754	2	2	
3755	1	1	
3755	2	2	
3756	1	1	
3757	1	1	
3757	2	2	
3758	1	1	
3758	2	2	
3759	1	1	
3759	2	2	
3760	1	1	
3761	1	1	
3761	2	2	
3762	1	1	
3762	2	2	
3763	1	1	
3763	2	2	
3764	1	1	
3764	2	2	
3766	1	1	
3766	2	2	
3769	1	1	
3769	2	2	
3769	3	3	
3769	6	4	update income set mem_id=4 where fs_id=3769 and mem_id=6;
3770	1	1	
3770	2	2	
3771	1	1	
3771	2	2	
3772	1	1	
3772	2	2	
3773	1	1	
3774	1	1	
3774	2	2	
3775	1	1	
3775	2	2	
3775	3	3	
3775	4	4	
3775	5	5	
3775	6	6	
3776	1	1	
3777	1	1	
3777	2	2	
3778	1	1	
3780	1	1	
3780	2	2	
3781	1	1	
3781	2	2	
3783	1	1	
3783	3	2	update income set mem_id=2 where fs_id=3783 and mem_id=3;
3783	10	3	update income set mem_id=3 where fs_id=3783 and mem_id=10;
3783	11	4	update income set mem_id=4 where fs_id=3783 and mem_id=11;
3784	1	1	
3784	2	2	
3784	8	3	update income set mem_id=3 where fs_id=3784 and mem_id=8;
3786	1	1	
3786	2	2	
3786	9	3	update income set mem_id=3 where fs_id=3786 and mem_id=9;
3786	10	4	update income set mem_id=4 where fs_id=3786 and mem_id=10;
3787	1	1	
3787	2	2	
3788	1	1	
3788	2	2	
3788	3	3	
3789	1	1	
3789	2	2	
3789	4	3	update income set mem_id=3 where fs_id=3789 and mem_id=4;
3790	1	1	
3790	2	2	
3790	9	3	update income set mem_id=3 where fs_id=3790 and mem_id=9;
3791	1	1	
3791	2	2	
3793	1	1	
3793	2	2	
3793	3	3	
3795	1	1	
3796	1	1	
3796	2	2	
3797	1	1	
3797	2	2	
3797	3	3	
3798	1	1	
3798	2	2	
3802	1	1	
3802	2	2	
3804	1	1	
3804	2	2	
3805	1	1	
3805	3	2	update income set mem_id=2 where fs_id=3805 and mem_id=3;
3805	4	3	update income set mem_id=3 where fs_id=3805 and mem_id=4;
3805	5	4	update income set mem_id=4 where fs_id=3805 and mem_id=5;
3806	1	1	
3806	2	2	
3806	3	3	
3807	1	1	
3807	2	2	
3812	1	1	
3812	2	2	
3812	3	3	
3812	4	4	
3814	1	1	
3816	1	1	
3816	2	2	
3819	1	1	
3819	2	2	
3820	1	1	
3824	1	1	
3826	1	1	
3826	2	2	
3826	3	3	
3826	4	4	
3826	5	5	
3826	6	6	
3826	8	7	update income set mem_id=7 where fs_id=3826 and mem_id=8;
3829	1	1	
3829	2	2	
3830	1	1	
3830	4	2	update income set mem_id=2 where fs_id=3830 and mem_id=4;
3831	1	1	
3831	2	2	
3832	1	1	
3835	1	1	
3836	1	1	
3838	1	1	
3839	1	1	
3841	1	1	
3841	2	2	
3842	1	1	
3842	2	2	
3842	3	3	
3846	1	1	
3846	2	2	
3847	1	1	
3849	1	1	
3849	2	2	
3849	3	3	
3849	4	4	
3855	1	1	
3855	2	2	
3855	3	3	
3855	4	4	
3856	1	1	
3856	2	2	
3857	1	1	
3857	2	2	
3857	3	3	
3859	1	1	
3860	1	1	
3860	2	2	
3861	1	1	
3861	2	2	
3861	3	3	
3861	4	4	
3862	1	1	
3862	2	2	
3862	3	3	
3863	1	1	
3863	3	2	update income set mem_id=2 where fs_id=3863 and mem_id=3;
3863	4	3	update income set mem_id=3 where fs_id=3863 and mem_id=4;
3863	5	4	update income set mem_id=4 where fs_id=3863 and mem_id=5;
3867	1	1	
3867	2	2	
3868	1	1	
3868	2	2	
3869	1	1	
3869	2	2	
3870	1	1	
3872	1	1	
3872	2	2	
3874	1	1	
3875	1	1	
3880	1	1	
3880	2	2	
3880	3	3	
3881	1	1	
3881	2	2	
3881	4	3	update income set mem_id=3 where fs_id=3881 and mem_id=4;
3881	5	4	update income set mem_id=4 where fs_id=3881 and mem_id=5;
3881	6	5	update income set mem_id=5 where fs_id=3881 and mem_id=6;
3883	1	1	
3884	1	1	
3884	2	2	
3884	3	3	
3884	4	4	
3884	5	5	
3884	6	6	
3884	7	7	
3884	8	8	
3884	9	9	
3886	1	1	
3886	2	2	
3886	3	3	
3886	4	4	
3888	1	1	
3888	2	2	
3888	3	3	
3888	4	4	
3892	1	1	
3892	2	2	
3892	3	3	
3893	1	1	
3893	2	2	
3893	3	3	
3895	1	1	
3895	2	2	
3895	3	3	
3895	4	4	
3895	5	5	
3895	6	6	
3895	7	7	
3895	8	8	
3896	1	1	
3896	2	2	
3896	10	3	update income set mem_id=3 where fs_id=3896 and mem_id=10;
3897	1	1	
3897	2	2	
3897	3	3	
3897	4	4	
3897	5	5	
3897	6	6	
3897	7	7	
3897	8	8	
3898	1	1	
3898	3	2	update income set mem_id=2 where fs_id=3898 and mem_id=3;
3898	4	3	update income set mem_id=3 where fs_id=3898 and mem_id=4;
3899	1	1	
3899	2	2	
3899	3	3	
3899	4	4	
3899	5	5	
3899	6	6	
3899	7	7	
3899	8	8	
3899	9	9	
3901	1	1	
3901	2	2	
3901	3	3	
3901	5	4	update income set mem_id=4 where fs_id=3901 and mem_id=5;
3901	9	5	update income set mem_id=5 where fs_id=3901 and mem_id=9;
3901	10	6	update income set mem_id=6 where fs_id=3901 and mem_id=10;
3902	1	1	
3902	2	2	
3902	3	3	
3902	4	4	
3902	5	5	
3902	6	6	
3902	7	7	
3902	8	8	
3904	1	1	
3904	2	2	
3904	3	3	
3904	6	4	update income set mem_id=4 where fs_id=3904 and mem_id=6;
3904	7	5	update income set mem_id=5 where fs_id=3904 and mem_id=7;
3904	9	6	update income set mem_id=6 where fs_id=3904 and mem_id=9;
3905	1	1	
3905	3	2	update income set mem_id=2 where fs_id=3905 and mem_id=3;
3905	4	3	update income set mem_id=3 where fs_id=3905 and mem_id=4;
3905	5	4	update income set mem_id=4 where fs_id=3905 and mem_id=5;
3905	7	5	update income set mem_id=5 where fs_id=3905 and mem_id=7;
3906	1	1	
3906	2	2	
3906	3	3	
3906	7	4	update income set mem_id=4 where fs_id=3906 and mem_id=7;
3906	8	5	update income set mem_id=5 where fs_id=3906 and mem_id=8;
3906	9	6	update income set mem_id=6 where fs_id=3906 and mem_id=9;
3906	10	7	update income set mem_id=7 where fs_id=3906 and mem_id=10;
3907	1	1	
3907	2	2	
3907	3	3	
3909	1	1	
3909	3	2	update income set mem_id=2 where fs_id=3909 and mem_id=3;
3909	4	3	update income set mem_id=3 where fs_id=3909 and mem_id=4;
3909	7	4	update income set mem_id=4 where fs_id=3909 and mem_id=7;
3909	8	5	update income set mem_id=5 where fs_id=3909 and mem_id=8;
3909	12	6	update income set mem_id=6 where fs_id=3909 and mem_id=12;
3909	13	7	update income set mem_id=7 where fs_id=3909 and mem_id=13;
3909	17	8	update income set mem_id=8 where fs_id=3909 and mem_id=17;
3909	18	9	update income set mem_id=9 where fs_id=3909 and mem_id=18;
3910	1	1	
3910	3	2	update income set mem_id=2 where fs_id=3910 and mem_id=3;
3911	1	1	
3911	2	2	
3912	1	1	
